Age,TotalWorkingYears,MonthlyIncome,YearsAtCompany,KMeansPlusPlus_Cluster
0.4463504035345031,-0.4216424583593375,-0.1083495135106711,-0.1646131090542286,1
1.3223652142096962,-0.1645114009902331,-0.2917185899565742,0.4885077284888646,1
0.0083429981969065,-0.5502079870438897,-0.9376536912260358,-1.1442943653688686,1
-0.42966440714069,-0.4216424583593375,-0.7636336754564013,0.161947309717318,1
-1.0866755151470848,-0.678773515728442,-0.6448581091374443,-0.8177339465973219,1
-0.5391662584750891,-0.4216424583593375,-0.7298495698307945,-0.0013328996684553,1
2.4173837275536876,0.0926196563788712,-0.814416073220678,-0.9810141559830952,1
-0.7581699611438873,-1.3216011591512031,-0.8095290642308104,-0.9810141559830952,1
0.1178448495313057,-0.1645114009902331,0.6423375630633446,0.3252275191030913,1
-0.1011588531374925,0.7354472998016324,-0.2689833742211031,-0.0013328996684553,1
-0.2106607044718917,-0.678773515728442,-0.8662608642436216,-0.3278933184400019,1
-0.8676718124782865,-0.1645114009902331,-0.4908110866307471,0.3252275191030913,1
-0.6486681098094882,-0.8073390444129942,-0.7632087181529345,-0.3278933184400019,1
-0.3201625558062908,-1.0644701017820986,-0.8163283810862784,-0.8177339465973219,1
-0.9771736638126856,-0.678773515728442,-0.9508273676335052,-0.4911735278257753,1
-0.8676718124782865,-0.1645114009902331,0.738802870950297,0.4885077284888646,1
-0.5391662584750891,-0.5502079870438897,-0.6809794799321182,-0.1646131090542286,1
-1.6341847718190805,-1.3216011591512031,-0.7581092305113335,-0.9810141559830952,1
1.7603726195472926,2.535364701385363,1.8961740869419936,2.9377108692754645,2
0.1178448495313057,-0.678773515728442,-0.5437182709123576,-0.6544537372115486,1
-1.4151810691502822,-0.8073390444129942,-0.5294822012462215,-0.4911735278257753,1
-0.1011588531374925,-0.1645114009902331,-0.6578193068931802,-0.3278933184400019,1
-0.3201625558062908,0.2211851850634235,1.1667348755413154,0.8150681472604113,1
-1.7436866231534796,-1.4501666878357553,-1.119960374413272,-1.1442943653688686,1
-0.3201625558062908,-0.4216424583593375,-0.7527972642179991,-0.4911735278257753,1
1.7603726195472926,1.8925370579626024,2.6753333028482813,1.141628566031958,2
-0.5391662584750891,-0.1645114009902331,-0.549030237205692,0.4885077284888646,1
0.5558522548689022,-0.1645114009902331,0.0684327247314972,0.3252275191030913,1
0.7748559575377005,1.6354060005934978,0.7957471496148416,2.447870241118145,2
0.9938596602064989,1.3782749432243937,2.644098941043475,-0.8177339465973219,2
-0.42966440714069,-0.5502079870438897,-0.8513873586222853,-0.9810141559830952,1
0.7748559575377005,-0.2930769296747854,-0.0080595898925179,-0.4911735278257753,1
-0.7581699611438873,-0.1645114009902331,-0.9130061676249642,0.4885077284888646,1
0.2273467008657048,0.9925783571707368,-0.9385036058329692,-0.9810141559830952,1
-1.4151810691502822,-0.678773515728442,-0.8945205249241606,-0.8177339465973219,1
0.6653541062033014,-0.678773515728442,-0.8197280395140124,-0.3278933184400019,1
1.4318670655440953,-1.0644701017820986,-0.8116538507481441,-0.6544537372115486,1
-0.2106607044718917,-1.193035630466651,-0.9538020687577724,-0.8177339465973219,1
-0.1011588531374925,-0.678773515728442,-0.6552695630723797,-0.9810141559830952,1
-0.42966440714069,-0.1645114009902331,-0.2394488416301638,-0.3278933184400019,1
-0.2106607044718917,-1.3216011591512031,-0.967188223816975,-0.9810141559830952,1
-1.0866755151470848,-1.3216011591512031,-0.8843215496409585,-0.9810141559830952,1
-1.196177366481484,-1.3216011591512031,-0.8945205249241606,-0.9810141559830952,1
-1.0866755151470848,-0.2930769296747854,0.4723546416766441,0.3252275191030913,1
-0.7581699611438873,0.0926196563788712,-0.5294822012462215,0.8150681472604113,1
